 time            V("/vd1")       V("/vd2")       V("/vtemp")     V("/vload")    
 3.24250000e+01  4.99912631e+00  1.52882299e+00  1.00000000e+00  4.97553539e+00 
 3.24350000e+01  4.99909736e+00  1.52882340e+00  1.00000000e+00  4.97553539e+00 
 3.24450000e+01  4.99912630e+00  1.52882299e+00  1.00000000e+00  4.97553539e+00 
 3.24550000e+01  4.99909737e+00  1.52882340e+00  1.00000000e+00  4.97553539e+00 
 3.24650000e+01  4.99912630e+00  1.52882299e+00  1.00000000e+00  4.97553539e+00 
 3.24750000e+01  4.99909737e+00  1.52882340e+00  1.00000000e+00  4.97553539e+00 
 3.24850000e+01  4.99912630e+00  1.52882298e+00  1.00000000e+00  4.97553539e+00 
 3.24950000e+01  4.99909737e+00  1.52882341e+00  1.00000000e+00  4.97553539e+00 
 3.25050000e+01  4.99912629e+00  1.52882298e+00  1.00000000e+00  4.97553539e+00 
 3.25150000e+01  4.99909738e+00  1.52882341e+00  1.00000000e+00  4.97553539e+00 
 3.25250000e+01  4.99912629e+00  1.52882298e+00  1.00000000e+00  4.97553539e+00 
 3.25350000e+01  4.99909738e+00  1.52882341e+00  1.00000000e+00  4.97553539e+00 
 3.25450000e+01  4.99912629e+00  1.52882298e+00  1.00000000e+00  4.97553539e+00 
 3.25550000e+01  4.99909739e+00  1.52882341e+00  1.00000000e+00  4.97553539e+00 
 3.25650000e+01  4.99912628e+00  1.52882298e+00  1.00000000e+00  4.97553539e+00 
 3.25750000e+01  4.99909739e+00  1.52882341e+00  1.00000000e+00  4.97553539e+00 
 3.25850000e+01  4.99912628e+00  1.52882297e+00  1.00000000e+00  4.97553539e+00 
 3.25950000e+01  4.99909739e+00  1.52882342e+00  1.00000000e+00  4.97553539e+00 
 3.26050000e+01  4.99912627e+00  1.52882297e+00  1.00000000e+00  4.97553539e+00 
 3.26150000e+01  4.99909740e+00  1.52882342e+00  1.00000000e+00  4.97553539e+00 
 3.26250000e+01  4.99912627e+00  1.52882297e+00  1.00000000e+00  4.97553539e+00 
 3.26350000e+01  4.99909740e+00  1.52882342e+00  1.00000000e+00  4.97553539e+00 
 3.26450000e+01  4.99912627e+00  1.52882297e+00  1.00000000e+00  4.97553539e+00 
 3.26550000e+01  4.99909740e+00  1.52882342e+00  1.00000000e+00  4.97553539e+00 
 3.26650000e+01  4.99912626e+00  1.52882297e+00  1.00000000e+00  4.97553539e+00 
 3.26750000e+01  4.99909741e+00  1.52882342e+00  1.00000000e+00  4.97553539e+00 
 3.26850000e+01  4.99912626e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.26950000e+01  4.99909741e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.27050000e+01  4.99912626e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.27150000e+01  4.99909741e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.27250000e+01  4.99912625e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.27350000e+01  4.99909742e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.27450000e+01  4.99912625e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.27550000e+01  4.99909742e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.27650000e+01  4.99912625e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.27750000e+01  4.99909742e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.27850000e+01  4.99912624e+00  1.52882296e+00  1.00000000e+00  4.97553539e+00 
 3.27950000e+01  4.99909743e+00  1.52882343e+00  1.00000000e+00  4.97553539e+00 
 3.28050000e+01  4.99912624e+00  1.52882295e+00  1.00000000e+00  4.97553539e+00 
 3.28150000e+01  4.99909743e+00  1.52882344e+00  1.00000000e+00  4.97553539e+00 
 3.28250000e+01  4.99912624e+00  1.52882295e+00  1.00000000e+00  4.97553539e+00 
 3.28350000e+01  4.99909743e+00  1.52882344e+00  1.00000000e+00  4.97553539e+00 
 3.28450000e+01  4.99912623e+00  1.52882295e+00  1.00000000e+00  4.97553539e+00 
 3.28550000e+01  4.99909744e+00  1.52882344e+00  1.00000000e+00  4.97553539e+00 
 3.28650000e+01  4.99912623e+00  1.52882295e+00  1.00000000e+00  4.97553539e+00 
 3.28750000e+01  4.99909744e+00  1.52882344e+00  1.00000000e+00  4.97553539e+00 
 3.28850000e+01  4.99912623e+00  1.52882295e+00  1.00000000e+00  4.97553539e+00 
 3.28950000e+01  4.99909745e+00  1.52882344e+00  1.00000000e+00  4.97553539e+00 
 3.29050000e+01  4.99912622e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.29150000e+01  4.99909745e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.29250000e+01  4.99912622e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.29350000e+01  4.99909745e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.29450000e+01  4.99912621e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.29550000e+01  4.99909746e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.29650000e+01  4.99912621e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.29750000e+01  4.99909746e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.29850000e+01  4.99912621e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.29950000e+01  4.99909746e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.30050000e+01  4.99912620e+00  1.52882294e+00  1.00000000e+00  4.97553539e+00 
 3.30150000e+01  4.99909747e+00  1.52882345e+00  1.00000000e+00  4.97553539e+00 
 3.30250000e+01  4.99912620e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.30350000e+01  4.99909747e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.30450000e+01  4.99912620e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.30550000e+01  4.99909747e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.30650000e+01  4.99912619e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.30750000e+01  4.99909748e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.30850000e+01  4.99912619e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.30950000e+01  4.99909748e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.31050000e+01  4.99912619e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.31150000e+01  4.99909749e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.31250000e+01  4.99912618e+00  1.52882293e+00  1.00000000e+00  4.97553539e+00 
 3.31350000e+01  4.99909749e+00  1.52882346e+00  1.00000000e+00  4.97553539e+00 
 3.31450000e+01  4.99912618e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.31550000e+01  4.99909749e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.31650000e+01  4.99912617e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.31750000e+01  4.99909750e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.31850000e+01  4.99912617e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.31950000e+01  4.99909750e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.32050000e+01  4.99912617e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.32150000e+01  4.99909750e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.32250000e+01  4.99912616e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.32350000e+01  4.99909751e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.32450000e+01  4.99912616e+00  1.52882292e+00  1.00000000e+00  4.97553539e+00 
 3.32550000e+01  4.99909751e+00  1.52882347e+00  1.00000000e+00  4.97553539e+00 
 3.32650000e+01  4.99912616e+00  1.52882291e+00  1.00000000e+00  4.97553539e+00 
 3.32750000e+01  4.99909751e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.32850000e+01  4.99912615e+00  1.52882291e+00  1.00000000e+00  4.97553539e+00 
 3.32950000e+01  4.99909752e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.33050000e+01  4.99912615e+00  1.52882291e+00  1.00000000e+00  4.97553539e+00 
 3.33150000e+01  4.99909752e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.33250000e+01  4.99912614e+00  1.52882291e+00  1.00000000e+00  4.97553539e+00 
 3.33350000e+01  4.99909753e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.33450000e+01  4.99912614e+00  1.52882291e+00  1.00000000e+00  4.97553539e+00 
 3.33550000e+01  4.99909753e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.33650000e+01  4.99912614e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.33750000e+01  4.99909753e+00  1.52882348e+00  1.00000000e+00  4.97553539e+00 
 3.33850000e+01  4.99912613e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.33950000e+01  4.99909754e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.34050000e+01  4.99912613e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.34150000e+01  4.99909754e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.34250000e+01  4.99912613e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.34350000e+01  4.99909754e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.34450000e+01  4.99912612e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.34550000e+01  4.99909755e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.34650000e+01  4.99912612e+00  1.52882290e+00  1.00000000e+00  4.97553539e+00 
 3.34750000e+01  4.99909755e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.34850000e+01  4.99912612e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.34950000e+01  4.99909756e+00  1.52882349e+00  1.00000000e+00  4.97553539e+00 
 3.35050000e+01  4.99912611e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.35150000e+01  4.99909756e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.35250000e+01  4.99912611e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.35350000e+01  4.99909756e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.35450000e+01  4.99912610e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.35550000e+01  4.99909757e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.35650000e+01  4.99912610e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.35750000e+01  4.99909757e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.35850000e+01  4.99912610e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.35950000e+01  4.99909757e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.36050000e+01  4.99912609e+00  1.52882289e+00  1.00000000e+00  4.97553539e+00 
 3.36150000e+01  4.99909758e+00  1.52882350e+00  1.00000000e+00  4.97553539e+00 
 3.36250000e+01  4.99912609e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.36350000e+01  4.99909758e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.36450000e+01  4.99912609e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.36550000e+01  4.99909759e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.36650000e+01  4.99912608e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.36750000e+01  4.99909759e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.36850000e+01  4.99912608e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.36950000e+01  4.99909759e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.37050000e+01  4.99912607e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.37150000e+01  4.99909760e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.37250000e+01  4.99912607e+00  1.52882288e+00  1.00000000e+00  4.97553539e+00 
 3.37350000e+01  4.99909760e+00  1.52882351e+00  1.00000000e+00  4.97553539e+00 
 3.37450000e+01  4.99912607e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.37550000e+01  4.99909760e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.37650000e+01  4.99912606e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.37750000e+01  4.99909761e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.37850000e+01  4.99912606e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.37950000e+01  4.99909761e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.38050000e+01  4.99912605e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.38150000e+01  4.99909762e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.38250000e+01  4.99912605e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.38350000e+01  4.99909762e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.38450000e+01  4.99912605e+00  1.52882287e+00  1.00000000e+00  4.97553539e+00 
 3.38550000e+01  4.99909762e+00  1.52882352e+00  1.00000000e+00  4.97553539e+00 
 3.38650000e+01  4.99912604e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.38750000e+01  4.99909763e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.38850000e+01  4.99912604e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.38950000e+01  4.99909763e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.39050000e+01  4.99912604e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.39150000e+01  4.99909763e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.39250000e+01  4.99912603e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.39350000e+01  4.99909764e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.39450000e+01  4.99912603e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.39550000e+01  4.99909764e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.39650000e+01  4.99912602e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.39750000e+01  4.99909765e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.39850000e+01  4.99912602e+00  1.52882286e+00  1.00000000e+00  4.97553539e+00 
 3.39950000e+01  4.99909765e+00  1.52882353e+00  1.00000000e+00  4.97553539e+00 
 3.40050000e+01  4.99912602e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.40150000e+01  4.99909765e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.40250000e+01  4.99912601e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.40350000e+01  4.99909766e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.40450000e+01  4.99912601e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.40550000e+01  4.99909766e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.40650000e+01  4.99912601e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.40750000e+01  4.99909767e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.40850000e+01  4.99912600e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.40950000e+01  4.99909767e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.41050000e+01  4.99912600e+00  1.52882285e+00  1.00000000e+00  4.97553539e+00 
 3.41150000e+01  4.99909767e+00  1.52882354e+00  1.00000000e+00  4.97553539e+00 
 3.41250000e+01  4.99912599e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.41350000e+01  4.99909768e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.41450000e+01  4.99912599e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.41550000e+01  4.99909768e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.41650000e+01  4.99912599e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.41750000e+01  4.99909768e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.41850000e+01  4.99912598e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.41950000e+01  4.99909769e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.42050000e+01  4.99912598e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.42150000e+01  4.99909769e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.42250000e+01  4.99912597e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.42350000e+01  4.99909770e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.42450000e+01  4.99912597e+00  1.52882284e+00  1.00000000e+00  4.97553539e+00 
 3.42550000e+01  4.99909770e+00  1.52882355e+00  1.00000000e+00  4.97553539e+00 
 3.42650000e+01  4.99912597e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.42750000e+01  4.99909770e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.42850000e+01  4.99912596e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.42950000e+01  4.99909771e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.43050000e+01  4.99912596e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.43150000e+01  4.99909771e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.43250000e+01  4.99912595e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.43350000e+01  4.99909772e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.43450000e+01  4.99912595e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.43550000e+01  4.99909772e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.43650000e+01  4.99912595e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.43750000e+01  4.99909772e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.43850000e+01  4.99912594e+00  1.52882283e+00  1.00000000e+00  4.97553539e+00 
 3.43950000e+01  4.99909773e+00  1.52882356e+00  1.00000000e+00  4.97553539e+00 
 3.44050000e+01  4.99912594e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.44150000e+01  4.99909773e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.44250000e+01  4.99912593e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.44350000e+01  4.99909774e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.44450000e+01  4.99912593e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.44550000e+01  4.99909774e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.44650000e+01  4.99912593e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.44750000e+01  4.99909774e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.44850000e+01  4.99912592e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.44950000e+01  4.99909775e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.45050000e+01  4.99912592e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.45150000e+01  4.99909775e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.45250000e+01  4.99912592e+00  1.52882282e+00  1.00000000e+00  4.97553539e+00 
 3.45350000e+01  4.99909776e+00  1.52882357e+00  1.00000000e+00  4.97553539e+00 
 3.45450000e+01  4.99912591e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.45550000e+01  4.99909776e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.45650000e+01  4.99912591e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.45750000e+01  4.99909776e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.45850000e+01  4.99912590e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.45950000e+01  4.99909777e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.46050000e+01  4.99912590e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.46150000e+01  4.99909777e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.46250000e+01  4.99912590e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.46350000e+01  4.99909778e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.46450000e+01  4.99912589e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.46550000e+01  4.99909778e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.46650000e+01  4.99912589e+00  1.52882281e+00  1.00000000e+00  4.97553539e+00 
 3.46750000e+01  4.99909778e+00  1.52882358e+00  1.00000000e+00  4.97553539e+00 
 3.46850000e+01  4.99912588e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.46950000e+01  4.99909779e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.47050000e+01  4.99912588e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.47150000e+01  4.99909779e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.47250000e+01  4.99912588e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.47350000e+01  4.99909780e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.47450000e+01  4.99912587e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.47550000e+01  4.99909780e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.47650000e+01  4.99912587e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.47750000e+01  4.99909780e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.47850000e+01  4.99912586e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.47950000e+01  4.99909781e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.48050000e+01  4.99912586e+00  1.52882280e+00  1.00000000e+00  4.97553539e+00 
 3.48150000e+01  4.99909781e+00  1.52882359e+00  1.00000000e+00  4.97553539e+00 
 3.48250000e+01  4.99912586e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.48350000e+01  4.99909782e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.48450000e+01  4.99912585e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.48550000e+01  4.99909782e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.48650000e+01  4.99912585e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.48750000e+01  4.99909782e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.48850000e+01  4.99912584e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.48950000e+01  4.99909783e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.49050000e+01  4.99912584e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.49150000e+01  4.99909783e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.49250000e+01  4.99912584e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.49350000e+01  4.99909784e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.49450000e+01  4.99912583e+00  1.52882279e+00  1.00000000e+00  4.97553539e+00 
 3.49550000e+01  4.99909784e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.49650000e+01  4.99912583e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.49750000e+01  4.99909784e+00  1.52882360e+00  1.00000000e+00  4.97553539e+00 
 3.49850000e+01  4.99912582e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.49950000e+01  4.99909785e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.50050000e+01  4.99912582e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.50150000e+01  4.99909785e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.50250000e+01  4.99912582e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.50350000e+01  4.99909786e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.50450000e+01  4.99912581e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.50550000e+01  4.99909786e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.50650000e+01  4.99912581e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.50750000e+01  4.99909786e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.50850000e+01  4.99912580e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.50950000e+01  4.99909787e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.51050000e+01  4.99912580e+00  1.52882278e+00  1.00000000e+00  4.97553539e+00 
 3.51150000e+01  4.99909787e+00  1.52882361e+00  1.00000000e+00  4.97553539e+00 
 3.51250000e+01  4.99912580e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.51350000e+01  4.99909788e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.51450000e+01  4.99912579e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.51550000e+01  4.99909788e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.51650000e+01  4.99912579e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.51750000e+01  4.99909788e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.51850000e+01  4.99912578e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.51950000e+01  4.99909789e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.52050000e+01  4.99912578e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.52150000e+01  4.99909789e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.52250000e+01  4.99912578e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.52350000e+01  4.99909790e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.52450000e+01  4.99912577e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.52550000e+01  4.99909790e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.52650000e+01  4.99912577e+00  1.52882277e+00  1.00000000e+00  4.97553539e+00 
 3.52750000e+01  4.99909790e+00  1.52882362e+00  1.00000000e+00  4.97553539e+00 
 3.52850000e+01  4.99912576e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
 3.52950000e+01  4.99909791e+00  1.52882363e+00  1.00000000e+00  4.97553539e+00 
 3.53050000e+01  4.99912576e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
 3.53150000e+01  4.99909791e+00  1.52882363e+00  1.00000000e+00  4.97553539e+00 
 3.53250000e+01  4.99912575e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
 3.53350000e+01  4.99909792e+00  1.52882363e+00  1.00000000e+00  4.97553539e+00 
 3.53450000e+01  4.99912575e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
 3.53550000e+01  4.99909792e+00  1.52882363e+00  1.00000000e+00  4.97553539e+00 
 3.53650000e+01  4.99912575e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
 3.53750000e+01  4.99909792e+00  1.52882363e+00  1.00000000e+00  4.97553539e+00 
 3.53850000e+01  4.99912574e+00  1.52882276e+00  1.00000000e+00  4.97553539e+00 
