 time            V("/vd1")       V("/vd2")       V("/vcont")     V("/vload")    
 2.21350000e+01  1.41562867e+00  4.95987143e+00  2.75488500e+02  4.97809234e+00 
 2.21450000e+01  1.41592437e+00  4.95987841e+00  2.75139500e+02  4.97809136e+00 
 2.21550000e+01  1.41622221e+00  4.95988544e+00  2.74790500e+02  4.97809038e+00 
 2.21650000e+01  1.41652215e+00  4.95989253e+00  2.74441500e+02  4.97808939e+00 
 2.21750000e+01  1.41682420e+00  4.95989966e+00  2.74092500e+02  4.97808839e+00 
 2.21850000e+01  1.41712833e+00  4.95990684e+00  2.73743500e+02  4.97808738e+00 
 2.21950000e+01  1.41743453e+00  4.95991407e+00  2.73394500e+02  4.97808637e+00 
 2.22050000e+01  1.41774279e+00  4.95992135e+00  2.73045500e+02  4.97808535e+00 
 2.22150000e+01  1.41805307e+00  4.95992868e+00  2.72696500e+02  4.97808432e+00 
 2.22250000e+01  1.41836538e+00  4.95993605e+00  2.72347500e+02  4.97808329e+00 
 2.22350000e+01  1.41867967e+00  4.95994347e+00  2.71998500e+02  4.97808225e+00 
 2.22450000e+01  1.41899595e+00  4.95995094e+00  2.71649500e+02  4.97808120e+00 
 2.22550000e+01  1.41931418e+00  4.95995845e+00  2.71300500e+02  4.97808015e+00 
 2.22650000e+01  1.41963433e+00  4.95996601e+00  2.70951500e+02  4.97807909e+00 
 2.22750000e+01  1.41995640e+00  4.95997362e+00  2.70602500e+02  4.97807802e+00 
 2.22850000e+01  1.42028035e+00  4.95998127e+00  2.70253500e+02  4.97807695e+00 
 2.22950000e+01  1.42060615e+00  4.95998896e+00  2.69904500e+02  4.97807587e+00 
 2.23050000e+01  1.42093378e+00  4.95999669e+00  2.69555500e+02  4.97807478e+00 
 2.23150000e+01  1.42126321e+00  4.96000448e+00  2.69206500e+02  4.97807369e+00 
 2.23250000e+01  1.42159442e+00  4.96001229e+00  2.68857500e+02  4.97807259e+00 
 2.23350000e+01  1.42192736e+00  4.96002016e+00  2.68508500e+02  4.97807148e+00 
 2.23450000e+01  1.42226203e+00  4.96002806e+00  2.68159500e+02  4.97807037e+00 
 2.23550000e+01  1.42259837e+00  4.96003600e+00  2.67810500e+02  4.97806925e+00 
 2.23650000e+01  1.42293636e+00  4.96004398e+00  2.67461500e+02  4.97806813e+00 
 2.23750000e+01  1.42327596e+00  4.96005200e+00  2.67112500e+02  4.97806700e+00 
 2.23850000e+01  1.42361715e+00  4.96006005e+00  2.66763500e+02  4.97806586e+00 
 2.23950000e+01  1.42395988e+00  4.96006815e+00  2.66414500e+02  4.97806472e+00 
 2.24050000e+01  1.42430411e+00  4.96007628e+00  2.66065500e+02  4.97806358e+00 
 2.24150000e+01  1.42464981e+00  4.96008444e+00  2.65716500e+02  4.97806243e+00 
 2.24250000e+01  1.42499695e+00  4.96009263e+00  2.65367500e+02  4.97806127e+00 
 2.24350000e+01  1.42534548e+00  4.96010086e+00  2.65018500e+02  4.97806011e+00 
 2.24450000e+01  1.42569535e+00  4.96010912e+00  2.64669500e+02  4.97805894e+00 
 2.24550000e+01  1.42604653e+00  4.96011741e+00  2.64320500e+02  4.97805777e+00 
 2.24650000e+01  1.42639899e+00  4.96012574e+00  2.63971500e+02  4.97805659e+00 
 2.24750000e+01  1.42675266e+00  4.96013409e+00  2.63622500e+02  4.97805541e+00 
 2.24850000e+01  1.42710751e+00  4.96014247e+00  2.63273500e+02  4.97805423e+00 
 2.24950000e+01  1.42746349e+00  4.96015087e+00  2.62924500e+02  4.97805304e+00 
 2.25050000e+01  1.42782056e+00  4.96015930e+00  2.62575500e+02  4.97805185e+00 
 2.25150000e+01  1.42817867e+00  4.96016776e+00  2.62226500e+02  4.97805065e+00 
 2.25250000e+01  1.42853778e+00  4.96017624e+00  2.61877500e+02  4.97804945e+00 
 2.25350000e+01  1.42889782e+00  4.96018474e+00  2.61528500e+02  4.97804825e+00 
 2.25450000e+01  1.42925876e+00  4.96019326e+00  2.61179500e+02  4.97804704e+00 
 2.25550000e+01  1.42962054e+00  4.96020180e+00  2.60830500e+02  4.97804583e+00 
 2.25650000e+01  1.42998311e+00  4.96021036e+00  2.60481500e+02  4.97804461e+00 
 2.25750000e+01  1.43034642e+00  4.96021894e+00  2.60132500e+02  4.97804340e+00 
 2.25850000e+01  1.43071042e+00  4.96022753e+00  2.59783500e+02  4.97804218e+00 
 2.25950000e+01  1.43107506e+00  4.96023614e+00  2.59434500e+02  4.97804095e+00 
 2.26050000e+01  1.43144027e+00  4.96024477e+00  2.59085500e+02  4.97803973e+00 
 2.26150000e+01  1.43180601e+00  4.96025340e+00  2.58736500e+02  4.97803850e+00 
 2.26250000e+01  1.43217222e+00  4.96026205e+00  2.58387500e+02  4.97803727e+00 
 2.26350000e+01  1.43253884e+00  4.96027070e+00  2.58038500e+02  4.97803604e+00 
 2.26450000e+01  1.43290582e+00  4.96027937e+00  2.57689500e+02  4.97803481e+00 
 2.26550000e+01  1.43327310e+00  4.96028804e+00  2.57340500e+02  4.97803358e+00 
 2.26650000e+01  1.43364062e+00  4.96029672e+00  2.56991500e+02  4.97803234e+00 
 2.26750000e+01  1.43400833e+00  4.96030540e+00  2.56642500e+02  4.97803111e+00 
 2.26850000e+01  1.43437617e+00  4.96031409e+00  2.56293500e+02  4.97802987e+00 
 2.26950000e+01  1.43474408e+00  4.96032277e+00  2.55944500e+02  4.97802863e+00 
 2.27050000e+01  1.43511199e+00  4.96033146e+00  2.55595500e+02  4.97802739e+00 
 2.27150000e+01  1.43547985e+00  4.96034014e+00  2.55246500e+02  4.97802615e+00 
 2.27250000e+01  1.43584761e+00  4.96034882e+00  2.54897500e+02  4.97802492e+00 
 2.27350000e+01  1.43621519e+00  4.96035750e+00  2.54548500e+02  4.97802368e+00 
 2.27450000e+01  1.43658254e+00  4.96036618e+00  2.54199500e+02  4.97802244e+00 
 2.27550000e+01  1.43694960e+00  4.96037484e+00  2.53850500e+02  4.97802120e+00 
 2.27650000e+01  1.43731631e+00  4.96038350e+00  2.53501500e+02  4.97801996e+00 
 2.27750000e+01  1.43768261e+00  4.96039215e+00  2.53152500e+02  4.97801873e+00 
 2.27850000e+01  1.43804844e+00  4.96040079e+00  2.52803500e+02  4.97801749e+00 
 2.27950000e+01  1.43841373e+00  4.96040941e+00  2.52454500e+02  4.97801626e+00 
 2.28050000e+01  1.43877843e+00  4.96041802e+00  2.52105500e+02  4.97801503e+00 
 2.28150000e+01  1.43914247e+00  4.96042661e+00  2.51756500e+02  4.97801380e+00 
 2.28250000e+01  1.43950580e+00  4.96043519e+00  2.51407500e+02  4.97801257e+00 
 2.28350000e+01  1.43986834e+00  4.96044375e+00  2.51058500e+02  4.97801134e+00 
 2.28450000e+01  1.44023006e+00  4.96045229e+00  2.50709500e+02  4.97801012e+00 
 2.28550000e+01  1.44059088e+00  4.96046081e+00  2.50360500e+02  4.97800890e+00 
 2.28650000e+01  1.44095074e+00  4.96046931e+00  2.50011500e+02  4.97800768e+00 
 2.28750000e+01  1.44130959e+00  4.96047778e+00  2.49662500e+02  4.97800646e+00 
 2.28850000e+01  1.44166736e+00  4.96048623e+00  2.49313500e+02  4.97800525e+00 
 2.28950000e+01  1.44202400e+00  4.96049465e+00  2.48964500e+02  4.97800404e+00 
 2.29050000e+01  1.44237945e+00  4.96050304e+00  2.48615500e+02  4.97800284e+00 
 2.29150000e+01  1.44273364e+00  4.96051140e+00  2.48266500e+02  4.97800164e+00 
 2.29250000e+01  1.44308653e+00  4.96051973e+00  2.47917500e+02  4.97800044e+00 
 2.29350000e+01  1.44343806e+00  4.96052803e+00  2.47568500e+02  4.97799925e+00 
 2.29450000e+01  1.44378817e+00  4.96053629e+00  2.47219500e+02  4.97799806e+00 
 2.29550000e+01  1.44413680e+00  4.96054452e+00  2.46870500e+02  4.97799687e+00 
 2.29650000e+01  1.44448390e+00  4.96055272e+00  2.46521500e+02  4.97799569e+00 
 2.29750000e+01  1.44482941e+00  4.96056088e+00  2.46172500e+02  4.97799452e+00 
 2.29850000e+01  1.44517329e+00  4.96056899e+00  2.45823500e+02  4.97799335e+00 
 2.29950000e+01  1.44551547e+00  4.96057707e+00  2.45474500e+02  4.97799219e+00 
 2.30050000e+01  1.44585591e+00  4.96058511e+00  2.45125500e+02  4.97799103e+00 
 2.30150000e+01  1.44619456e+00  4.96059310e+00  2.44776500e+02  4.97798988e+00 
 2.30250000e+01  1.44653136e+00  4.96060106e+00  2.44427500e+02  4.97798873e+00 
 2.30350000e+01  1.44686627e+00  4.96060896e+00  2.44078500e+02  4.97798759e+00 
 2.30450000e+01  1.44719923e+00  4.96061682e+00  2.43729500e+02  4.97798645e+00 
 2.30550000e+01  1.44753020e+00  4.96062464e+00  2.43380500e+02  4.97798533e+00 
 2.30650000e+01  1.44785913e+00  4.96063240e+00  2.43031500e+02  4.97798420e+00 
 2.30750000e+01  1.44818598e+00  4.96064012e+00  2.42682500e+02  4.97798309e+00 
 2.30850000e+01  1.44851070e+00  4.96064778e+00  2.42333500e+02  4.97798198e+00 
 2.30950000e+01  1.48331555e+00  4.93351817e+00  2.41984500e+02  4.97786187e+00 
 2.31050000e+01  4.73449570e+00  1.04772427e+00  2.41635500e+02  5.22429159e-03 
 2.31150000e+01  5.18507813e+00  1.02986433e+00  2.41286500e+02 -5.19691224e-03 
 2.31250000e+01  4.76635599e+00  1.04451465e+00  2.40937500e+02  5.17076089e-03 
 2.31350000e+01  5.15695465e+00  1.03514606e+00  2.40588500e+02 -5.14570543e-03 
 2.31450000e+01  4.79414042e+00  1.03921252e+00  2.40239500e+02  5.12172472e-03 
 2.31550000e+01  5.13259727e+00  1.03126815e+00  2.39890500e+02 -5.09869032e-03 
 2.31650000e+01  4.81837152e+00  1.03540967e+00  2.39541500e+02  5.07659991e-03 
 2.31750000e+01  5.11152779e+00  1.02941145e+00  2.39192500e+02 -5.05533048e-03 
 2.31850000e+01  4.83951900e+00  1.03235793e+00  2.38843500e+02  5.03488656e-03 
 2.31950000e+01  5.09330803e+00  1.02762758e+00  2.38494500e+02 -5.01515620e-03 
 2.32050000e+01  4.85798428e+00  1.02974505e+00  2.38145500e+02  4.99614800e-03 
 2.32150000e+01  5.07756300e+00  1.02597473e+00  2.37796500e+02 -4.97776019e-03 
 2.32250000e+01  4.87411635e+00  1.02749227e+00  2.37447500e+02  4.96000466e-03 
 2.32350000e+01  5.06396672e+00  1.02445500e+00  2.37098500e+02 -4.94278857e-03 
 2.32450000e+01  4.88821852e+00  1.02553446e+00  2.36749500e+02  4.92612663e-03 
 2.32550000e+01  5.05223586e+00  1.02306316e+00  2.36400500e+02 -4.90993374e-03 
 2.32650000e+01  4.90055443e+00  1.02382020e+00  2.36051500e+02  4.89422712e-03 
 2.32750000e+01  5.04212413e+00  1.02179047e+00  2.35702500e+02 -4.87892837e-03 
 2.32850000e+01  4.91135319e+00  1.02230872e+00  2.35353500e+02  4.86405688e-03 
 2.32950000e+01  5.03341750e+00  1.02062692e+00  2.35004500e+02 -4.84954007e-03 
 2.33050000e+01  4.92081394e+00  1.02096754e+00  2.34655500e+02  4.83539923e-03 
 2.33150000e+01  5.02592993e+00  1.01956244e+00  2.34306500e+02 -4.82156684e-03 
 2.33250000e+01  4.92910978e+00  1.01977061e+00  2.33957500e+02  4.80806582e-03 
 2.33350000e+01  5.01949974e+00  1.01858746e+00  2.33608500e+02 -4.79483310e-03 
 2.33450000e+01  4.93639112e+00  1.01869680e+00  2.33259500e+02  4.78189294e-03 
 2.33550000e+01  5.01398642e+00  1.01769316e+00  2.32910500e+02 -4.76918621e-03 
 2.33650000e+01  4.94278875e+00  1.01772889e+00  2.32561500e+02  4.75673826e-03 
 2.33750000e+01  5.00926786e+00  1.01687153e+00  2.32212500e+02 -4.74449346e-03 
 2.33850000e+01  4.94841629e+00  1.01685270e+00  2.31863500e+02  4.73247804e-03 
 2.33950000e+01  5.00523794e+00  1.01611542e+00  2.31514500e+02 -4.72063950e-03 
 2.34050000e+01  4.95337256e+00  1.01605646e+00  2.31165500e+02  4.70900473e-03 
 2.34150000e+01  5.00180445e+00  1.01541844e+00  2.30816500e+02 -4.69752403e-03 
 2.34250000e+01  4.95774342e+00  1.01533033e+00  2.30467500e+02  4.68622480e-03 
 2.34350000e+01  4.99888728e+00  1.01477489e+00  2.30118500e+02 -4.67505986e-03 
 2.34450000e+01  4.96160353e+00  1.01466602e+00  2.29769500e+02  4.66405694e-03 
 2.34550000e+01  4.99641681e+00  1.01417973e+00  2.29420500e+02 -4.65317117e-03 
 2.34650000e+01  4.96501780e+00  1.01405651e+00  2.29071500e+02  4.64243045e-03 
 2.34750000e+01  4.99433256e+00  1.01362846e+00  2.28722500e+02 -4.63179203e-03 
 2.34850000e+01  4.96804265e+00  1.01349580e+00  2.28373500e+02  4.62128385e-03 
 2.34950000e+01  4.99258201e+00  1.01311710e+00  2.28024500e+02 -4.61086511e-03 
 2.35050000e+01  4.97072716e+00  1.01297874e+00  2.27675500e+02  4.60056367e-03 
 2.35150000e+01  4.99111953e+00  1.01264209e+00  2.27326500e+02 -4.59034055e-03 
 2.35250000e+01  4.97311400e+00  1.01250088e+00  2.26977500e+02  4.58022342e-03 
 2.35350000e+01  4.98990549e+00  1.01220025e+00  2.26628500e+02 -4.57017498e-03 
 2.35450000e+01  4.97524028e+00  1.01205836e+00  2.26279500e+02  4.56022264e-03 
 2.35550000e+01  4.98890548e+00  1.01178876e+00  2.25930500e+02 -4.55033067e-03 
 2.35650000e+01  4.97713829e+00  1.01164781e+00  2.25581500e+02  4.54052614e-03 
 2.35750000e+01  4.98808963e+00  1.01140507e+00  2.25232500e+02 -4.53077480e-03 
 2.35850000e+01  4.97883612e+00  1.01126628e+00  2.24883500e+02  4.52110332e-03 
 2.35950000e+01  4.98743203e+00  1.01104690e+00  2.24534500e+02 -4.51147882e-03 
 2.36050000e+01  4.98035822e+00  1.01091116e+00  2.24185500e+02  4.50192753e-03 
 2.36150000e+01  4.98691017e+00  1.01071220e+00  2.23836500e+02 -4.49241787e-03 
 2.36250000e+01  4.98172587e+00  1.01058015e+00  2.23487500e+02  4.48297557e-03 
 2.36350000e+01  4.98650454e+00  1.01039913e+00  2.23138500e+02 -4.47357030e-03 
 2.36450000e+01  4.98295760e+00  1.01027122e+00  2.22789500e+02  4.46422726e-03 
 2.36550000e+01  4.98619821e+00  1.01010601e+00  2.22440500e+02 -4.45491729e-03 
 2.36650000e+01  4.98406955e+00  1.00998253e+00  2.22091500e+02  4.44566502e-03 
 2.36750000e+01  4.98597653e+00  1.00983133e+00  2.21742500e+02 -4.43644242e-03 
 2.36850000e+01  4.98507578e+00  1.00971246e+00  2.21393500e+02  4.42727353e-03 
 2.36950000e+01  4.98582678e+00  1.00957373e+00  2.21044500e+02 -4.41813140e-03 
 2.37050000e+01  4.98598856e+00  1.00945956e+00  2.20695500e+02  4.40903945e-03 
 2.37150000e+01  4.98573795e+00  1.00933196e+00  2.20346500e+02 -4.39997177e-03 
 2.37250000e+01  4.98681858e+00  1.00922250e+00  2.19997500e+02  4.39095115e-03 
 2.37350000e+01  4.98570053e+00  1.00910488e+00  2.19648500e+02 -4.38195267e-03 
 2.37450000e+01  4.98757517e+00  1.00900010e+00  2.19299500e+02  4.37299849e-03 
 2.37550000e+01  4.98570626e+00  1.00889146e+00  2.18950500e+02 -4.36406463e-03 
 2.37650000e+01  4.98826648e+00  1.00879129e+00  2.18601500e+02  4.35517261e-03 
 2.37750000e+01  4.98574804e+00  1.00869076e+00  2.18252500e+02 -4.34629937e-03 
 2.37850000e+01  4.98889963e+00  1.00859509e+00  2.17903500e+02  4.33746579e-03 
 2.37950000e+01  4.98581971e+00  1.00850190e+00  2.17554500e+02 -4.32864968e-03 
 2.38050000e+01  4.98948086e+00  1.00841062e+00  2.17205500e+02  4.31987127e-03 
 2.38150000e+01  4.98591598e+00  1.00832410e+00  2.16856500e+02 -4.31110924e-03 
 2.38250000e+01  4.99001562e+00  1.00823706e+00  2.16507500e+02  4.30238316e-03 
 2.38350000e+01  4.98603227e+00  1.00815662e+00  2.16158500e+02 -4.29367254e-03 
 2.38450000e+01  4.99050868e+00  1.00807368e+00  2.15809500e+02  4.28499630e-03 
 2.38550000e+01  4.98616466e+00  1.00799880e+00  2.15460500e+02 -4.27633474e-03 
 2.38650000e+01  4.99096423e+00  1.00791980e+00  2.15111500e+02  4.26770616e-03 
 2.38750000e+01  4.98630977e+00  1.00785002e+00  2.14762500e+02 -4.25909161e-03 
 2.38850000e+01  4.99138597e+00  1.00777480e+00  2.14413500e+02  4.25050877e-03 
 2.38950000e+01  4.98646471e+00  1.00770970e+00  2.14064500e+02 -4.24193944e-03 
 2.39050000e+01  4.99177712e+00  1.00763811e+00  2.13715500e+02  4.23340067e-03 
 2.39150000e+01  4.98662701e+00  1.00757731e+00  2.13366500e+02 -4.22487497e-03 
 2.39250000e+01  4.99214054e+00  1.00750920e+00  2.13017500e+02  4.21637879e-03 
 2.39350000e+01  4.98679454e+00  1.00745238e+00  2.12668500e+02 -4.20789533e-03 
 2.39450000e+01  4.99247876e+00  1.00738759e+00  2.12319500e+02  4.19944044e-03 
 2.39550000e+01  4.98696552e+00  1.00733444e+00  2.11970500e+02 -4.19099799e-03 
 2.39650000e+01  4.99279398e+00  1.00727283e+00  2.11621500e+02  4.18258324e-03 
 2.39750000e+01  4.98713842e+00  1.00722308e+00  2.11272500e+02 -4.17418072e-03 
 2.39850000e+01  4.99308820e+00  1.00716449e+00  2.10923500e+02  4.16580510e-03 
 2.39950000e+01  4.98731195e+00  1.00711790e+00  2.10574500e+02 -4.15744155e-03 
 2.40050000e+01  4.99336315e+00  1.00706220e+00  2.10225500e+02  4.14910417e-03 
 2.40150000e+01  4.98748503e+00  1.00701855e+00  2.09876500e+02 -4.14077873e-03 
 2.40250000e+01  4.99362039e+00  1.00696559e+00  2.09527500e+02  4.13247880e-03 
 2.40350000e+01  4.98765676e+00  1.00692468e+00  2.09178500e+02 -4.12419071e-03 
 2.40450000e+01  4.99386131e+00  1.00687434e+00  2.08829500e+02  4.11592752e-03 
 2.40550000e+01  4.98782637e+00  1.00683598e+00  2.08480500e+02 -4.10767611e-03 
 2.40650000e+01  4.99408716e+00  1.00678813e+00  2.08131500e+02  4.09944902e-03 
 2.40750000e+01  4.98799326e+00  1.00675215e+00  2.07782500e+02 -4.09123369e-03 
 2.40850000e+01  4.99429903e+00  1.00670668e+00  2.07433500e+02  4.08304214e-03 
 2.40950000e+01  4.98815692e+00  1.00667292e+00  2.07084500e+02 -4.07486234e-03 
 2.41050000e+01  4.99449794e+00  1.00662971e+00  2.06735500e+02  4.06670583e-03 
 2.41150000e+01  4.98831694e+00  1.00659803e+00  2.06386500e+02 -4.05856108e-03 
 2.41250000e+01  4.99468479e+00  1.00655696e+00  2.06037500e+02  4.05043914e-03 
 2.41350000e+01  4.98847301e+00  1.00652724e+00  2.05688500e+02 -4.04232899e-03 
 2.41450000e+01  4.99486038e+00  1.00648822e+00  2.05339500e+02  4.03424123e-03 
 2.41550000e+01  4.98862487e+00  1.00646032e+00  2.04990500e+02 -4.02616528e-03 
 2.41650000e+01  4.99502546e+00  1.00642324e+00  2.04641500e+02  4.01811130e-03 
 2.41750000e+01  4.98877235e+00  1.00639705e+00  2.04292500e+02 -4.01006919e-03 
 2.41850000e+01  4.99518069e+00  1.00636183e+00  2.03943500e+02  4.00204867e-03 
 2.41950000e+01  4.98891532e+00  1.00633725e+00  2.03594500e+02 -3.99404006e-03 
 2.42050000e+01  4.99532670e+00  1.00630379e+00  2.03245500e+02  3.98605267e-03 
 2.42150000e+01  4.98905368e+00  1.00628072e+00  2.02896500e+02 -3.97807726e-03 
 2.42250000e+01  4.99546405e+00  1.00624893e+00  2.02547500e+02  3.97012273e-03 
 2.42350000e+01  4.98918740e+00  1.00622728e+00  2.02198500e+02 -3.96218022e-03 
 2.42450000e+01  4.99559324e+00  1.00619709e+00  2.01849500e+02  3.95425828e-03 
 2.42550000e+01  4.98931647e+00  1.00617678e+00  2.01500500e+02 -3.94634842e-03 
 2.42650000e+01  4.99571475e+00  1.00614809e+00  2.01151500e+02  3.93845881e-03 
 2.42750000e+01  4.98944090e+00  1.00612904e+00  2.00802500e+02 -3.93058136e-03 
 2.42850000e+01  4.99582903e+00  1.00610180e+00  2.00453500e+02  3.92272386e-03 
 2.42950000e+01  4.98956072e+00  1.00608393e+00  2.00104500e+02 -3.91487859e-03 
 2.43050000e+01  4.99593647e+00  1.00605806e+00  1.99755500e+02  3.90705298e-03 
 2.43150000e+01  4.98967601e+00  1.00604131e+00  1.99406500e+02 -3.89923967e-03 
 2.43250000e+01  4.99603746e+00  1.00601674e+00  1.99057500e+02  3.89144575e-03 
 2.43350000e+01  4.98978683e+00  1.00600103e+00  1.98708500e+02 -3.88366419e-03 
 2.43450000e+01  4.99613235e+00  1.00597771e+00  1.98359500e+02  3.87590178e-03 
 2.43550000e+01  4.98989327e+00  1.00596299e+00  1.98010500e+02 -3.86815178e-03 
 2.43650000e+01  4.99622145e+00  1.00594085e+00  1.97661500e+02  3.86042068e-03 
 2.43750000e+01  4.98999544e+00  1.00592706e+00  1.97312500e+02 -3.85270206e-03 
 2.43850000e+01  4.99630510e+00  1.00590604e+00  1.96963500e+02  3.84500210e-03 
 2.43950000e+01  4.99009344e+00  1.00589313e+00  1.96614500e+02 -3.83731468e-03 
 2.44050000e+01  4.99638356e+00  1.00587318e+00  1.96265500e+02  3.82964570e-03 
 2.44150000e+01  4.99018738e+00  1.00586109e+00  1.95916500e+02 -3.82198931e-03 
 2.44250000e+01  4.99645711e+00  1.00584217e+00  1.95567500e+02  3.81435115e-03 
 2.44350000e+01  4.99027740e+00  1.00583085e+00  1.95218500e+02 -3.80672563e-03 
 2.44450000e+01  4.99652601e+00  1.00581289e+00  1.94869500e+02  3.79911813e-03 
 2.44550000e+01  4.99036361e+00  1.00580231e+00  1.94520500e+02 -3.79152333e-03 
 2.44650000e+01  4.99659049e+00  1.00578528e+00  1.94171500e+02  3.78394634e-03 
 2.44750000e+01  4.99044612e+00  1.00577538e+00  1.93822500e+02 -3.77638210e-03 
 2.44850000e+01  4.99665078e+00  1.00575923e+00  1.93473500e+02  3.76883548e-03 
 2.44950000e+01  4.99052509e+00  1.00574998e+00  1.93124500e+02 -3.76130165e-03 
 2.45050000e+01  4.99670711e+00  1.00573466e+00  1.92775500e+02  3.75378526e-03 
 2.45150000e+01  4.99060063e+00  1.00572603e+00  1.92426500e+02 -3.74628170e-03 
 2.45250000e+01  4.99675967e+00  1.00571150e+00  1.92077500e+02  3.73879539e-03 
 2.45350000e+01  4.99067287e+00  1.00570344e+00  1.91728500e+02 -3.73132196e-03 
 2.45450000e+01  4.99680865e+00  1.00568967e+00  1.91379500e+02  3.72386561e-03 
 2.45550000e+01  4.99074194e+00  1.00568215e+00  1.91030500e+02 -3.71642216e-03 
 2.45650000e+01  4.99685424e+00  1.00566911e+00  1.90681500e+02  3.70899564e-03 
 2.45750000e+01  4.99080796e+00  1.00566210e+00  1.90332500e+02 -3.70158205e-03 
 2.45850000e+01  4.99689662e+00  1.00564974e+00  1.89983500e+02  3.69418522e-03 
 2.45950000e+01  4.99087106e+00  1.00564320e+00  1.89634500e+02 -3.68680134e-03 
 2.46050000e+01  4.99693594e+00  1.00563150e+00  1.89285500e+02  3.67943408e-03 
 2.46150000e+01  4.99093136e+00  1.00562541e+00  1.88936500e+02 -3.67207979e-03 
 2.46250000e+01  4.99697237e+00  1.00561433e+00  1.88587500e+02  3.66474197e-03 
 2.46350000e+01  4.99098898e+00  1.00560866e+00  1.88238500e+02 -3.65741715e-03 
 2.46450000e+01  4.99700606e+00  1.00559817e+00  1.87889500e+02  3.65010864e-03 
 2.46550000e+01  4.99104404e+00  1.00559290e+00  1.87540500e+02 -3.64281315e-03 
 2.46650000e+01  4.99703715e+00  1.00558298e+00  1.87191500e+02  3.63553384e-03 
 2.46750000e+01  4.99109664e+00  1.00557807e+00  1.86842500e+02 -3.62826755e-03 
 2.46850000e+01  4.99706578e+00  1.00556869e+00  1.86493500e+02  3.62101731e-03 
 2.46950000e+01  4.99114690e+00  1.00556413e+00  1.86144500e+02 -3.61378011e-03 
 2.47050000e+01  4.99709208e+00  1.00555525e+00  1.85795500e+02  3.60655883e-03 
 2.47150000e+01  4.99119493e+00  1.00555102e+00  1.85446500e+02 -3.59935059e-03 
 2.47250000e+01  4.99711616e+00  1.00554264e+00  1.85097500e+02  3.59215814e-03 
 2.47350000e+01  4.99124084e+00  1.00553870e+00  1.84748500e+02 -3.58497874e-03 
 2.47450000e+01  4.99713815e+00  1.00553078e+00  1.84399500e+02  3.57781500e-03 
 2.47550000e+01  4.99128471e+00  1.00552713e+00  1.84050500e+02 -3.57066432e-03 
 2.47650000e+01  4.99715817e+00  1.00551966e+00  1.83701500e+02  3.56352918e-03 
 2.47750000e+01  4.99132665e+00  1.00551627e+00  1.83352500e+02 -3.55640710e-03 
 2.47850000e+01  4.99717631e+00  1.00550922e+00  1.83003500e+02  3.54930045e-03 
 2.47950000e+01  4.99136675e+00  1.00550607e+00  1.82654500e+02 -3.54220685e-03 
 2.48050000e+01  4.99719269e+00  1.00549942e+00  1.82305500e+02  3.53512857e-03 
 2.48150000e+01  4.99140511e+00  1.00549651e+00  1.81956500e+02 -3.52806333e-03 
 2.48250000e+01  4.99720739e+00  1.00549024e+00  1.81607500e+02  3.52101330e-03 
 2.48350000e+01  4.99144180e+00  1.00548754e+00  1.81258500e+02 -3.51397631e-03 
 2.48450000e+01  4.99722052e+00  1.00548164e+00  1.80909500e+02  3.50695442e-03 
 2.48550000e+01  4.99147692e+00  1.00547913e+00  1.80560500e+02 -3.49994556e-03 
 2.48650000e+01  4.99723215e+00  1.00547358e+00  1.80211500e+02  3.49295170e-03 
 2.48750000e+01  4.99151054e+00  1.00547125e+00  1.79862500e+02 -3.48597086e-03 
 2.48850000e+01  4.99724238e+00  1.00546603e+00  1.79513500e+02  3.47900491e-03 
 2.48950000e+01  4.99154275e+00  1.00546387e+00  1.79164500e+02 -3.47205197e-03 
 2.49050000e+01  4.99725128e+00  1.00545897e+00  1.78815500e+02  3.46511383e-03 
 2.49150000e+01  4.99157360e+00  1.00545697e+00  1.78466500e+02 -3.45818868e-03 
 2.49250000e+01  4.99725894e+00  1.00545237e+00  1.78117500e+02  3.45127823e-03 
 2.49350000e+01  4.99160318e+00  1.00545050e+00  1.77768500e+02 -3.44438075e-03 
 2.49450000e+01  4.99726542e+00  1.00544620e+00  1.77419500e+02  3.43749789e-03 
 2.49550000e+01  4.99163156e+00  1.00544446e+00  1.77070500e+02 -3.43062797e-03 
 2.49650000e+01  4.99727079e+00  1.00544043e+00  1.76721500e+02  3.42377257e-03 
 2.49750000e+01  4.99165879e+00  1.00543881e+00  1.76372500e+02 -3.41693011e-03 
 2.49850000e+01  4.99727512e+00  1.00543504e+00  1.76023500e+02  3.41010208e-03 
 2.49950000e+01  4.99168494e+00  1.00543353e+00  1.75674500e+02 -3.40328695e-03 
 2.50050000e+01  4.99727846e+00  1.00543002e+00  1.75325500e+02  3.39648617e-03 
 2.50150000e+01  4.99171006e+00  1.00542860e+00  1.74976500e+02 -3.38969827e-03 
 2.50250000e+01  4.99728090e+00  1.00542533e+00  1.74627500e+02  3.38292464e-03 
 2.50350000e+01  4.99173422e+00  1.00542400e+00  1.74278500e+02 -3.37616386e-03 
 2.50450000e+01  4.99728246e+00  1.00542096e+00  1.73929500e+02  3.36941727e-03 
 2.50550000e+01  4.99175747e+00  1.00541971e+00  1.73580500e+02 -3.36268349e-03 
 2.50650000e+01  4.99728322e+00  1.00541689e+00  1.73231500e+02  3.35596383e-03 
 2.50750000e+01  4.99177986e+00  1.00541571e+00  1.72882500e+02 -3.34925696e-03 
